Date,URL,Ideas from me,Quotes from Others,Questions for you
2024-06-06,https://jamesclear.com/3-2-1/june-6-2024,"I.
“If you’re having trouble sticking to a new habit, try a smaller version until it becomes automatic. Do less than you’re capable of, but do it more consistently than you have before.”






Share this on Twitter


​II.
“It’s remarkable how often the real problem is not what happened, but how it was communicated.”






Share this on Twitter


III.
“There are at least 4 types of wealth:
Financial wealth (money)Social wealth (status)Time wealth (freedom)Physical wealth (health)
Be wary of jobs that lure you in with 1 and 2, but rob you of 3 and 4.”






Share this on Twitter","I.
Novelist and comic book writer Neil Gaiman on the source of improvement:
“You have to finish things — that’s what you learn from, you learn by finishing things.”
Source: ​Neil Gaiman’s Advice to Aspiring Writers ​
​II.
Web designer David Leggett on how to handle criticism:
“Be friendly to those who enjoy your work and friendlier to those who attack it.”
Source: ​Professional Web Design​","How should you measure your days? It’s easy to measure your days in dollars earned or tasks completed, but there are other units of measurement to consider:
What would you do today if you wanted to maximize laughter?What would you do today if you wanted to maximize time outside?What would you do today if you wanted to maximize peace of mind?
What unit of measurement serves you best right now?"
2024-05-30,https://jamesclear.com/3-2-1/may-30-2024,"I.
“It’s never the right time, but right now is usually the best time.”






Share this on Twitter


​II.
“A simple rule that makes life easier:
Always strive to give value before you ask for value.”






Share this on Twitter


III.
“Three ways to learn something new:
Reflect on what you have already tried.Attempt something you have not tried.Read about what someone else has tried.”






Share this on Twitter","I.
French author Sidonie-Gabrielle Colette offers some life advice:
“You will do foolish things, but do them with enthusiasm.”
Source: Unconfirmed, but I believe this was originally from her novel “​Cheri​“
​II.
Graphic designer Saul Bass on the importance of beauty:
“I want everything we do to be beautiful. I don’t give a damn whether the client understands that that’s worth anything, or that the client thinks it’s worth anything, or whether it is worth anything. It’s worth it to me. It’s the way I want to live my life. I want to make beautiful things, even if nobody cares.”
Source: ​On Making Money vs Quality Work​","What are you often silently complaining about in your head and who is the person you need to actually discuss your frustrations with?
People can’t react to your thoughts, only your actions. Time spent complaining to yourself is often better spent selling someone else on a new way of doing things."
2024-05-23,https://jamesclear.com/3-2-1/may-23-2024,"I.
“Clarity isn’t about knowing what you want to do with your life, it’s about knowing what you want to do this week.
You don’t need to have it all figured out. You just need to know your next step.”
(​Share this on Twitter​)

​II.
“Your life will not magically exceed your standards. Improve your boundaries and life improves too.”
(​Share this on Twitter​)

III.
“You can cold email nearly anyone, but nearly everyone overlooks how powerful it can be.
Sending one email each week that feels like a stretch can change your life. Will you get turned down? Sure, most of the time. But you only need one to pay off for something amazing to happen.
Take your time, write a thoughtful message, and muster the courage to press Send.”","I.
Software engineer David Clarke on priorities:
“20 years from now, the only people who will remember that you worked late are your kids.”
Source: ​Reddit​
(Thanks to Reddit user ​salinungatha​ for identifying the original source.)
​II.
Sociology professor Daniel Chambliss, who spent years researching the qualities of elite swimmers, on what creates excellence: 
“Excellence is mundane. Superlative performance is really a confluence of dozens of small skills or activities, each one learned or stumbled upon, which have been carefully drilled into habit and then are fitted together in a synthesized whole. There is nothing extraordinary or superhuman in any one of those actions; only the fact that they are done consistently and correctly, and all together, produce excellence.
When a swimmer learns a proper flip turn in the freestyle races, she will swim the race a bit faster; then a streamlined push off from the wall, with the arms squeezed together over the head, and a little faster; then how to place the hands in the water so no air is cupped in them; then how to lift them over the water; then how to lift weights to properly build strength, and how to eat the right foods, and to wear the best suits for racing, and on and on.
Each of those tasks seems small in itself, but each allows the athlete to swim a bit faster. And having learned and consistently practiced all of them together, and many more besides, the swimmer may compete in the Olympic Games… the little things really do count.”
Source: ​The Mundanity of Excellence","What is something you would be proud to fail on, if you had the courage to attempt it?
(​Share this on Twitter​)"
2024-05-16,https://jamesclear.com/3-2-1/may-16-2024,"I.
“My personal rule is that it’s a good idea to be patient as long as I’m in the mix.
If I’m taking action, putting in my reps, and trying things out, then I should remain patient and see what opportunities arise. But if I’m not taking action consistently, then I’m not practicing patience. I’m just waiting.”

​II.
“You’ll probably surprise yourself with what you can accomplish—if you’re focused on one thing.
You’ll probably frustrate yourself with what you fail to accomplish—if you’re doing 5 or 7 or 10 things.
Nobody performs well when stretched in a half dozen directions.”

III.
“Whether you are an adult or child, your first attempts will often seem unimportant or foolish.
The open mic night at a nearly empty bar.The early blog posts that get ignored.The dance recital on a little stage.
Early attempts are easy to dismiss because they don’t seem to amount to much. But you have to do the low stakes stuff to prepare for the high stakes stuff. They are the building blocks of confidence, and that’s an enormous thing.”","I.
Software engineer Kent Beck on why creators struggle to release projects (and why people in general don’t take action):
“By far the dominant reason for not releasing sooner was a reluctance to trade the dream of success for the reality of feedback.”
Source: Approaching a Minimum Viable Product (August 2009)
​II.
Actor Philip Seymour Hoffman on making the most of your opportunities:
“This is something a teacher told me years ago, and he’s right:
If you’re auditioning for something that you know you’re never going to get—or maybe you read the script and didn’t even like it, but you still have to go—if you get a chance to act in a room that somebody else has paid rent for, then you’re given a free chance to practice your craft. And in that moment, you should act as well as you can.
Because when you leave the room and you have acted as well as you can, there’s no way the people who have watched you will forget it.”
Source: ​Interview​ at the 63rd Golden Globe Awards (January 2006)","Take whatever you are trying to accomplish and ask, “How could this be as easy as possible?”
How could I make meditating each day as easy possible? How could I make showing appreciation to my partner as easy as possible? How could I make finding great investment opportunities as easy as possible? And so on.
You may be surprised how effective the easy version can be."
2024-05-09,https://jamesclear.com/3-2-1/may-9-2024,"I.
“You can ignore your weaknesses, but you can’t expect them to not impact you. The weakness of the coach shapes the players. The weakness of the teacher influences the students. The weakness of the parent molds the child.”






Share this on Twitter


​II.
“Don’t wait to start writing until you have something to say. Start writing so you can find out what you have to say.
You first idea is rarely your best idea. It can take a lot of reps before you discover something worth keeping.”






Share this on Twitter


III.
“You will never find one answer to what makes you happy. There are many answers, and they change based on your current state.
People need to relax, but if all you do is sit on the beach, it gets old. People find meaning in work, but if all you do is work, it gets exhausting. People benefit from exercise, but if all you do is exercise, it gets unhealthy.
Happiness will always be fleeting because your needs change over time. The question is: what do you need right now?”","I.
Painter Vincent Van Gogh on pushing yourself:
“I am always doing what I can’t do yet in order to learn how to do it.”
Source: ​Letter to Anthon van Rappard (1885) ​
​II.
Writer and translator Estelle Gilson shares this translation of a rejection slip issued by a Chinese economic journal and, in the process, reveals the most incredible way to say no:
“We have read your manuscript with boundless delight. If we were to publish your paper, it would be impossible for us to publish any work of lower standard. And as it is unthinkable that in the next thousand years we shall see its equal, we are, to our regret, compelled to return your divine composition and to beg you a thousand times to overlook our short sight and timidity.”
Source: ​Sweet Theft","Unspoken boundaries often cause frustration. What is one area of your life where you would benefit from having clearer boundaries, but haven’t voiced them yet?






Share this on Twitter"
2024-05-02,https://jamesclear.com/3-2-1/may-02-2024,"I.
“Reputation is the echo of your actions.”






Share this on Twitter


​II.
“Greed is wanting the benefits of community without contributing to it.”






Share this on Twitter


III.
“Simple ways to have a peaceful moment:
Close your eyes and just breathe for two minutes.Leave your phone in another room for an hour.Watch a cloud form and then dissolve.Stand in the sunshine and notice how it warms your skin.Light a candle and watch the flame dance.”","I.
Fantasy writer J.R.R. Tolkien on being overlooked:
“Deeds will not be less valiant because they are unpraised.”
Source: As said by Aragorn in ​The Return of the King​
​II.
Novelist Chuck Palahniuk on memory:
“It’s so hard to forget pain, but it’s even harder to remember sweetness. We have no scar to show for happiness. We learn so little from peace.”
Source: ​Diary","Make a list of the people in your field who enjoy unfair advantages. How can you collaborate with them?






Share this on Twitter"
2024-04-25,https://jamesclear.com/3-2-1/april-25-2024,"I.
“Never outsource what you enjoy.”






Share this on Twitter


​II.
“How to connect with others:
Share with someone who wants to listen or listen to someone who wants to share.”






Share this on Twitter


III.
“People can help you in many ways throughout life, but there are two things nobody can give you: curiosity and drive. They must be self-supplied.
If you are not interested and curious, all the information in the world can be at your fingertips, but it will be relatively useless. If you are not motivated and driven, whatever connections or opportunities are available to you will be rendered inert.
Now, you won’t feel curious and driven about every area of life, and that’s fine. But it really pays to find something that lights you up. This is one of the primary quests of life: to find the thing that ignites your curiosity and drive.
There are many recipes for success. There is no single way to win. But nearly all recipes include two ingredients: curiosity and drive.”","I.
Programmer and writer Conor Barnes on advice:
“Selfish people should listen to advice to be more selfless, selfless people should listen to advice to be more selfish. This applies to many things. Whenever you receive advice, consider its opposite as well. You might be filtering out the advice you need most.”
Source: ​100 Tips for a Better Life​
​II.
Writer and designer Edith Wharton, the first woman to win the Pulitzer Prize, on what causes old age:
“The producer of old age is habit: the deathly process of doing the same thing in the same way at the same hour day after day, first from carelessness, then from inclination, at last from cowardice or inertia.
Habit is necessary; but it is the habit of having careless habits, of turning a trail into a rut, that must be incessantly fought against if one is to remain alive… one can remain alive long past the usual date of disintegration if one is unafraid of change, insatiable in intellectual curiosity, interested in big things, and happy in small ways.”
Source: ​A Backward Glance ​(lightly edited for clarity)","What lifestyle do you love 80% of the time?
No lifestyle is perfect 100% of the time. I love having a few days each year to relax on the beach—but I wouldn’t want to do that every day, or even most days.
What lifestyle feels ideal for you most of the time? Cultivate that."
2024-04-18,https://jamesclear.com/3-2-1/april-18-2024,"I.
“Wisdom is the echo of experience.”






Share this on Twitter


​II.
“Early feedback is usually better than late criticism. Delaying the conversation or stringing someone along with indirect feedback won’t make them feel better once the real issue is finally addressed. Nobody likes getting bad news, but everyone appreciates clarity.”

III.
“A simple recipe for finding opportunities:
Be pleasantAsk questionsEngage daily
It’s hard for a warm and pleasant person who is asking a lot of questions and engaging in their industry daily to not come across interesting opportunities.”","I.
Entrepreneur and investor Paul Graham on fooling yourself:
“If you’re trying to choose between two theories and one gives you an excuse for being lazy, the other one is probably right.”
Source: ​What You’ll Wish You’d Known​
​II.
Writer and scholar C.S. Lewis on what why small choices matter:
“Good and evil both increase at compound interest. That is why the little decisions you and I make every day are of such infinite importance. The smallest good act today is the capture of a strategic point from which, a few months later, you may be able to go on to victories you never dreamed of. An apparently trivial indulgence in lust or anger today is the loss of a ridge or railway line or bridgehead from which the enemy may launch an attack otherwise impossible.”
Source: ​Mere Christianity","There are two ways to grow: by adding or by shedding.
Do you need to add something or do you need to shed something?






Share this on Twitter"
2024-04-11,https://jamesclear.com/3-2-1/april-11-2024,"I.
“You don’t need to worry about progressing slowly. You need to worry about climbing the wrong mountain.”






Share this on Twitter


​II.
“If you already live a comfortable life, then choosing to make more money but live a worse daily life is a bad trade.
And yet, we talk ourselves into it all the time. We take promotions that pay more, but swallow our free time. We already have a successful business, but we break ourselves trying to make it even more successful.
Too much focus on wealth, not enough focus on lifestyle.”

III.
“Mastery is not only about getting better at your craft, but also about finding ways to eliminate the obstacles, distractions, and other annoyances that prevent you from working on your craft.
Top performers find ways to spend as much time as possible on what matters and as little time as possible on what doesn’t. It is not someone else’s responsibility to create the conditions for success.
You have to actively work to eliminate the things that don’t matter from your workload. If you haven’t figured out how to do that, you haven’t mastered your craft.”","I.
The anonymous poet, Atticus, on how to live:
“Whatever seed you are, bloom.”
Source: ​Instagram​
​II.
Poet and writer Joseph Brodsky on how to deal with the critics, detractors, and negative influences in your life:
“Try not to pay attention to those who will try to make life miserable for you. There will be a lot of those — in the official capacity as well as the self-appointed. Suffer them if you can’t escape them, but once you have steered clear of them, give them the shortest shrift possible. Above all, try to avoid telling stories about the unjust treatment you received at their hands; avoid it no matter how receptive your audience may be. Tales of this sort extend the existence of your antagonists; most likely they are counting on your being talkative and relating your experience to others.
By himself, no individual is worth an exercise in injustice (or for that matter, in justice). The ratio of one-to-one doesn’t justify the effort: it’s the echo that counts. That’s the main principle of any oppressor, whether state-sponsored or autodidact. Therefore, steal, or still, the echo, so that you don’t allow an event, however unpleasant or momentous, to claim any more time than it took for it to occur. What your foes do derives its significance or consequence from the way you react. Therefore, rush through or past them as though they were yellow and not red lights. Don’t linger on them mentally or verbally; don’t pride yourself on forgiving or forgetting them — worse come to worse, do the forgetting first. This way you’ll spare your brain cells a lot of useless agitation; this way, perhaps, you may even save those pigheads from themselves, since the prospect of being forgotten is shorter than that of being forgiven. So flip the channel: you can’t put this network out of circulation, but at least you can reduce its ratings.”
Source: ​On Grief and Reason","Is the situation actually complicated or is it really quite straightforward, but you’re making it complicated because it requires a lot of courage to make the straightforward decision?






Share this on Twitter"
2024-04-04,https://jamesclear.com/3-2-1/april-4-2024,"I.
“If you feel resistance before you begin, it’s usually procrastination and you need to get started.
If you feel resistance after you begin, it’s usually feedback and you need to make adjustments.”






Share this on Twitter


​II.
“Focus is how you knit the hours of the day together. With focus, the day becomes a beautiful tapestry. Without focus, you end up holding a bundle of loose string.”






Share this on Twitter


III.
“Anytime in my life when I have managed to go from a vision to a reality, the vision has not been a plan but a practice.
In other words, what matters is not having a vision, but rather making a habit of returning to and revising the vision. For the big things in my life, I’m always coming back to them week after week—sometimes day after day. As new information arrives, the vision gets updated. The dream becomes more crystallized over time. It’s a habit of thinking about where you want to go with an ever-increasing degree of clarity.
You do not need a vision, you need the practice of envisioning.”","I.
Poet Marianne Moore offers a simple life strategy:
“I’ve made it a principle not to be over-influenced by minor disappointments.”
Source: ​Sweet Theft ​
​II.
Entrepreneur Sara Blakely, the founder of Spanx, on failure:
“When my brother and I were growing up, my father would encourage us to fail. We’d sit around the dinner table and he’d ask, “What did you guys fail at this week?” If we had nothing to tell him, he’d be disappointed. The logic seems counterintuitive, but it worked beautifully.
He knew that many people become paralyzed by the fear of failure. They’re constantly afraid of what others will think if they don’t do a great job and, as a result, take no risks. My father wanted us to try everything and feel free to push the envelope. His attitude taught me to define failure as not trying something I want to do instead of not achieving the right outcome.”
Source: ​Getting There","What is one commitment you are continuing to do out of inertia, but—if you had the courage to eliminate it—you would immediately benefit from discarding it?






Share this on Twitter"
2024-03-28,https://jamesclear.com/3-2-1/march-28-2024,"I.
“Laughter itself cannot make a great relationship, but the lack of it can spoil one.”






Share this on Twitter


​II.
“Holding onto anger and resentment is like scuba diving with an anchor. As long as you’re clinging to it, you’re bound to the seabed, limited in movement, unable to appreciate the coral reefs and the colorful fish that dart in and out of view.
Forgiveness is letting go of the anchor. It isn’t about declaring what was done to you is okay, but about unburdening yourself so you can swim freely. Forgiveness is a gift you give yourself. It’s the gift of letting go of the anchors you’ve been carrying.”

III.
“I split problems into two groups: muddy puddles and leaky ceilings.
Some problems are like muddy puddles. The way to clear a muddy puddle is to leave it alone. The more you mess with it, the muddier it becomes. Many of the problems I dream up when I’m overthinking or worrying or ruminating fall into this category. Is life really falling apart or am I just in a sour mood? Is this as hard as I’m making it or do I just need to go workout? Drink some water. Go for a walk. Get some sleep. Go do something else and give the puddle time to turn clear.
Other problems are like a leaky ceiling. Ignore a small leak and it will always widen. Relationship tension that goes unaddressed. Overspending that becomes a habit. One missed workout drifting into months of inactivity. Some problems multiply when left unattended. You need to intervene now.
Are you dealing with a leak or a puddle?”","I.
The writer Isabel offers a formula for succeeding in life:
“Figure out what you’re good at without trying, then try.”
Source: ​Twitter​
​II.
Priest and philosopher Baltasar Gracián on productivity:
“Do something well, and that is quickly enough.”
Source: ​The Art of Worldly Wisdom","A question from business coach Jeanne Torre:
“Is that assumed or confirmed?”






Share this on Twitter"
2024-03-21,https://jamesclear.com/3-2-1/march-21-2024,"I.
“A truth unsaid can still be felt.
What needs to be discussed, but hasn’t been said yet?
Clear the air.”






Share this on Twitter


​II.
“My friend, who sometimes shares his writing with me, once said my feedback always falls into three categories:
1. Make it shorter. 
2. Make it more appealing. 
3. How could it apply to more people?”






Share this on Twitter


III.
“Some people get addicted to chain-smoking their problems. They spend all day going from sorrow to sorrow. It doesn’t have to be that way. You can live each day going from joy to joy—like a sunflower that turns to face the sun as it moves across the sky. It’s not about having a problem-free life, but about focusing on the light. Sunflowers still have shadows, but they are always behind them.”","I.
Computer scientist and technology blogger John Gruber on quality:
“The quality of any creative endeavor tends to approach the level of taste of whoever is in charge.”
Source: ​The Auteur Theory of Design​​ (2009)
​II.
Writer and Nobel Prize winner Gabriel García Márquez on what matters in life:
“What matters in life is not what happens to you but what you remember and how you remember it.”
Source: Interview with Gerald Martin","Imagine your life as a book. What title would you give to the current chapter, and what is going to be the next?
(​Thanks to Jard​ for today’s question.)







Share this on Twitter"
